gene_name	uniprot	is_complex	protein_name	complex_name	id_cp_interaction	ADAMDEC1 FLC	Activated T	Arterial EC	B cell	BEST4 enterocyte	CD8 T cell	F3 FLC	FCER2 B cell	Glial cell	Goblet cell	IL2RG	IgA plasma cell	IgG plasma cell	Inflammatory FLC	LAMP3+ DC	Macrophage	Monocyte	Paneth cell	TA	Tfh	Treg	Tuft	Venous EC	activated B cell	cDC1	cDC2	crypt	cycling B cell	cycling myeloid	cycling plasma	early enterocyte	enterocyte	enteroendocrine	gd T cell	lymphatic EC	mast cells	memory B cell	myofibroblast	naïve CD4 T	pDC	pericyte
CD34	P28906	False	CD34_HUMAN		CPI-SS0EB5AEC83	0.036	0.025	4.397	0.0	0.0	0.0	0.048	0.014	0.0	0.026	0.008	0.01	0.005	0.028	0.0	0.0	0.002	0.002	0.009	0.027	0.0	0.0	2.27	0.0	0.0	0.022	0.003	0.021	0.032	0.0	0.013	0.009	0.0	0.003	0.638	0.0	0.0	0.0	0.014	0.087	0.004
CD34	P28906	False	CD34_HUMAN		CPI-SS015E1E2C6	0.036	0.025	4.397	0.0	0.0	0.0	0.048	0.014	0.0	0.026	0.008	0.01	0.005	0.028	0.0	0.0	0.002	0.002	0.009	0.027	0.0	0.0	2.27	0.0	0.0	0.022	0.003	0.021	0.032	0.0	0.013	0.009	0.0	0.003	0.638	0.0	0.0	0.0	0.014	0.087	0.004
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS087321EB5	0.007	0.691	0.008	0.0	0.0	0.424	0.022	0.027	0.0	0.022	0.023	0.102	0.135	0.04	0.42	0.403	0.334	0.002	0.009	0.212	0.617	0.0	0.034	0.058	1.322	0.273	0.019	0.006	0.994	0.292	0.02	0.013	0.006	0.627	0.064	0.092	0.041	0.0	0.321	2.133	0.017
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS02B7540B0	0.007	0.691	0.008	0.0	0.0	0.424	0.022	0.027	0.0	0.022	0.023	0.102	0.135	0.04	0.42	0.403	0.334	0.002	0.009	0.212	0.617	0.0	0.034	0.058	1.322	0.273	0.019	0.006	0.994	0.292	0.02	0.013	0.006	0.627	0.064	0.092	0.041	0.0	0.321	2.133	0.017
SELPLG	Q14242	False	SELPL_HUMAN		CPI-SS086A1C18B	0.007	0.691	0.008	0.0	0.0	0.424	0.022	0.027	0.0	0.022	0.023	0.102	0.135	0.04	0.42	0.403	0.334	0.002	0.009	0.212	0.617	0.0	0.034	0.058	1.322	0.273	0.019	0.006	0.994	0.292	0.02	0.013	0.006	0.627	0.064	0.092	0.041	0.0	0.321	2.133	0.017
CD24	P25063	False	CD24_HUMAN		CPI-SS06ABF2F5A	0.268	0.097	0.226	1.324	3.573	0.283	0.322	1.381	0.671	2.74	5.455	0.094	0.051	3.09	0.084	0.119	0.103	0.518	4.016	0.135	0.038	15.741	1.022	0.28	0.025	0.14	4.051	0.458	0.316	0.03	1.629	0.077	2.65	0.12	0.16	0.922	2.018	0.692	0.286	0.152	0.301
GLG1	Q92896	False	GSLG1_HUMAN		CPI-SS04F90EE0D	0.979	0.573	0.806	0.547	0.472	0.461	1.039	0.515	0.43	0.505	0.329	0.299	0.429	0.701	0.449	0.494	0.506	0.246	0.537	0.366	0.506	1.139	0.747	0.39	0.55	0.526	0.499	0.43	0.644	0.517	0.377	0.418	0.551	0.45	0.781	0.0	0.435	1.102	0.726	1.052	0.902
PILRA	Q9UKJ1	False	PILRA_HUMAN		CPI-SS01560CA22	0.01	0.0	0.007	0.0	0.035	0.022	0.0	0.018	0.0	0.013	0.008	0.004	0.005	0.057	0.341	0.841	1.193	0.003	0.009	0.0	0.0	0.0	0.006	0.0	0.129	1.028	0.004	0.0	0.138	0.0	0.007	0.008	0.058	0.015	0.012	0.092	0.01	0.0	0.016	0.0	0.029
NPPB	P16860	False	ANFB_HUMAN		CPI-SS08E6EA18C	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0A1864A37	0.02	0.012	0.0	0.0	0.0	0.0	0.263	0.0	0.0	0.001	0.0	0.001	0.003	0.091	0.145	0.02	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.113	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS0EB4002A2	0.02	0.012	0.0	0.0	0.0	0.0	0.263	0.0	0.0	0.001	0.0	0.001	0.003	0.091	0.145	0.02	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.113	0.0
NPPC	P23582	False	ANFC_HUMAN		CPI-SS06B94F144	0.02	0.012	0.0	0.0	0.0	0.0	0.263	0.0	0.0	0.001	0.0	0.001	0.003	0.091	0.145	0.02	0.001	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.0	0.113	0.0
SIGLEC1	Q9BZZ2	False	SN_HUMAN		CPI-SS02A170A99	0.009	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.001	0.001	0.0	0.0	0.802	0.205	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.057	0.206	0.002	0.0	0.038	0.0	0.017	0.0	0.006	0.0	0.029	0.0	0.008	0.0	0.0	0.0	0.0
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03CC15FF3	0.035	0.006	0.0	0.0	0.068	0.0	0.596	0.0	0.0	0.006	0.0	0.0	0.0	0.1	0.0	0.519	0.048	0.015	0.01	0.0	0.0	0.0	0.002	0.0	0.0	0.087	0.03	0.0	0.0	0.0	0.02	0.043	0.0	0.0	0.252	0.0	0.0	1.2	0.0	0.0	0.01
PDGFC	Q9NRA1	False	PDGFC_HUMAN		CPI-SS03A3EE72E	0.035	0.006	0.0	0.0	0.068	0.0	0.596	0.0	0.0	0.006	0.0	0.0	0.0	0.1	0.0	0.519	0.048	0.015	0.01	0.0	0.0	0.0	0.002	0.0	0.0	0.087	0.03	0.0	0.0	0.0	0.02	0.043	0.0	0.0	0.252	0.0	0.0	1.2	0.0	0.0	0.01
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0F972435E	0.069	0.0	0.476	0.0	0.0	0.0	0.058	0.0	0.0	0.003	0.019	0.002	0.005	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.021	0.0	0.0	0.0	0.0	0.171	0.0	0.0	0.092
VEGFC	P49767	False	VEGFC_HUMAN		CPI-SS0273C9AED	0.069	0.0	0.476	0.0	0.0	0.0	0.058	0.0	0.0	0.003	0.019	0.002	0.005	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.021	0.0	0.0	0.0	0.0	0.171	0.0	0.0	0.092
CD38	P28907	False	CD38_HUMAN		CPI-SS0E0DEA7D5	0.057	0.411	0.008	0.852	0.034	0.071	0.062	0.228	0.0	0.02	0.026	0.825	0.921	0.107	0.213	0.528	0.603	0.044	0.042	0.242	0.545	0.0	0.035	1.08	0.566	0.371	0.024	1.197	0.488	1.697	0.018	0.012	0.0	0.829	0.895	1.952	0.303	0.06	0.293	0.0	0.035
CD177	Q8N6Q3	False	CD177_HUMAN		CPI-SS081AD39D7	0.005	0.02	0.0	0.0	0.232	0.0	0.045	0.0	0.11	0.297	0.0	0.024	0.005	0.0	0.0	0.024	0.0	0.0	0.015	0.0	0.019	0.144	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MCHR1	Q99705	False	MCHR1_HUMAN		CPI-SS0362EFFDE	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.012	0.0	0.0	0.026
EDNRA	P25101	False	EDNRA_HUMAN		CPI-SS056AA08CF	0.137	0.003	0.0	0.0	0.0	0.0	0.176	0.0	0.0	0.0	0.009	0.0	0.01	0.194	0.0	0.0	0.0	0.0	0.0	0.033	0.005	0.0	0.0	0.0	0.01	0.0	0.0	0.021	0.0	0.0	0.001	0.001	0.0	0.0	0.0	0.0	0.006	0.576	0.0	0.0	3.007
RPS19	P39019	False	RS19_HUMAN		CPI-SS01946BE5C	32.81	75.37	29.486	64.111	22.994	90.463	29.574	82.735	30.531	27.932	16.019	30.761	27.183	42.833	68.596	38.827	43.81	27.734	52.085	69.66	69.172	38.331	44.36	42.327	53.91	65.917	53.556	58.243	51.534	66.993	23.368	10.681	32.734	74.765	46.461	36.873	71.171	29.404	82.616	69.316	32.985
TNFRSF4	P43489	False	TNR4_HUMAN		CPI-SS04456F441	0.12	1.123	1.263	0.13	0.0	0.035	0.133	0.062	0.148	0.027	0.019	0.455	0.265	0.3	1.116	0.055	0.688	0.002	0.035	1.931	8.697	0.0	1.649	0.148	0.061	0.111	0.028	0.066	0.21	0.066	0.031	0.019	0.012	0.43	1.592	0.378	0.049	0.091	0.731	2.289	0.138
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS05E63FBEC	0.135	0.007	0.008	0.0	0.0	0.0	0.003	0.017	0.0	0.083	1.667	0.005	0.007	1.784	0.0	0.0	2.7	0.02	0.187	0.0	0.02	0.0	0.013	0.0	0.0	0.013	0.198	0.0	0.086	0.012	0.034	0.001	0.004	0.0	0.057	0.0	0.018	0.034	0.003	0.0	0.012
CXCL5	P42830	False	CXCL5_HUMAN		CPI-SS087BD262F	0.135	0.007	0.008	0.0	0.0	0.0	0.003	0.017	0.0	0.083	1.667	0.005	0.007	1.784	0.0	0.0	2.7	0.02	0.187	0.0	0.02	0.0	0.013	0.0	0.0	0.013	0.198	0.0	0.086	0.012	0.034	0.001	0.004	0.0	0.057	0.0	0.018	0.034	0.003	0.0	0.012
YARS	P54577	False	SYYC_HUMAN		CPI-SS0C7012011	0.08	0.235	0.16	0.347	0.126	0.144	0.208	0.126	0.0	0.16	0.067	0.112	0.088	0.153	0.032	0.011	0.111	0.15	0.261	0.005	0.233	0.0	0.181	0.118	0.045	0.095	0.154	0.241	0.311	0.318	0.103	0.065	0.129	0.201	0.169	0.0	0.059	0.133	0.072	0.185	0.279
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS0288E42FB	5.742	0.015	0.047	0.0	0.051	0.0	0.688	0.09	0.0	0.036	0.028	0.019	0.042	9.744	0.089	0.0	0.13	0.01	0.013	0.101	0.056	0.0	0.042	0.037	0.0	0.026	0.024	0.06	0.039	0.034	0.043	0.018	0.003	0.033	0.081	0.0	0.048	0.704	0.026	0.0	0.118
CXCL6	P80162	False	CXCL6_HUMAN		CPI-SS0C7915758	5.742	0.015	0.047	0.0	0.051	0.0	0.688	0.09	0.0	0.036	0.028	0.019	0.042	9.744	0.089	0.0	0.13	0.01	0.013	0.101	0.056	0.0	0.042	0.037	0.0	0.026	0.024	0.06	0.039	0.034	0.043	0.018	0.003	0.033	0.081	0.0	0.048	0.704	0.026	0.0	0.118
HEBP1	Q9NRV9	False	HEBP1_HUMAN		CPI-SS0D2539AEB	1.108	0.197	0.888	0.082	1.36	0.162	1.027	0.179	0.0	0.239	1.703	0.126	0.039	1.129	0.178	0.665	0.37	0.276	0.487	0.116	0.117	0.171	0.712	0.049	0.249	0.277	0.707	0.096	0.619	0.043	1.722	2.58	0.723	0.177	1.73	0.0	0.126	0.748	0.115	0.0	1.308
CAMP	P49913	False	CAMP_HUMAN		CPI-SS0C321CE6D	0.002	0.007	0.0	0.529	0.0	0.0	0.0	0.03	0.0	0.002	0.0	0.0	0.016	0.005	0.022	0.0	0.018	0.0	0.0	0.0	0.0	0.0	0.0	0.191	0.0	0.018	0.001	0.249	0.0	0.016	0.0	0.002	0.0	0.0	0.0	0.0	0.257	0.0	0.022	0.0	0.0
GUCA2A	Q02747	False	GUC2A_HUMAN		CPI-SS09A3A441F	0.444	0.156	0.179	0.052	178.127	0.498	0.393	0.204	0.88	1.305	9.831	0.386	0.125	0.079	0.064	0.466	0.168	16.197	0.372	0.328	0.181	0.343	0.081	0.059	0.21	0.303	0.433	0.135	0.243	0.137	15.793	43.676	5.956	0.41	0.493	0.0	0.149	0.251	0.172	0.156	0.097
GUCA2B	Q16661	False	GUC2B_HUMAN		CPI-SS0231B999D	0.294	0.058	0.15	0.138	327.181	0.246	0.2	0.052	0.759	0.489	1.882	0.234	0.052	0.021	0.0	0.385	0.031	0.208	0.1	0.053	0.048	0.252	0.018	0.025	0.137	0.162	0.126	0.043	0.219	0.077	2.65	11.172	2.202	0.215	0.091	0.0	0.071	0.062	0.048	0.0	0.081
MST1R	Q04912	False	RON_HUMAN		CPI-SS03EACE0E0	0.041	0.018	0.03	0.051	0.215	0.027	0.058	0.0	0.0	0.282	0.414	0.009	0.006	0.015	0.0	0.0	0.0	0.052	0.196	0.0	0.0	0.0	0.006	0.0	0.02	0.01	0.204	0.017	0.029	0.0	0.142	0.206	0.29	0.018	0.0	0.0	0.006	0.003	0.005	0.0	0.002
INHBE	P58166	False	INHBE_HUMAN		CPI-SS099C401F7	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.013	0.0	0.001	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
TNFSF8	P32971	False	TNFL8_HUMAN		CPI-SS0412C803A	0.0	0.228	0.0	0.088	0.031	0.139	0.008	0.013	0.161	0.0	0.0	0.003	0.009	0.008	0.0	0.022	0.019	0.0	0.001	0.464	0.12	0.0	0.004	0.009	0.0	0.039	0.002	0.023	0.033	0.056	0.012	0.008	0.0	0.053	0.009	0.0	0.0	0.0	0.141	0.0	0.0
ALCAM	Q13740	False	CD166_HUMAN		CPI-SS08991B378	0.018	0.018	0.011	0.101	0.111	0.0	0.85	0.059	1.304	0.135	0.189	0.081	0.078	0.036	0.17	0.157	0.294	0.042	0.121	0.042	0.017	0.0	0.026	0.101	0.037	0.191	0.133	0.251	0.227	0.098	0.092	0.146	0.197	0.019	0.016	0.401	0.11	0.016	0.044	0.357	0.293
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS0D0252D87	0.646	0.071	0.371	0.037	0.119	0.201	0.498	0.065	0.407	0.123	0.123	0.083	0.111	0.781	0.238	0.183	0.314	0.078	0.086	0.0	0.055	0.209	0.31	0.23	0.044	0.086	0.096	0.029	0.211	0.187	0.095	0.09	0.074	0.063	0.362	0.0	0.123	0.228	0.018	0.0	0.273
IL15RA	Q13261	False	I15RA_HUMAN		CPI-SS077B160B9	0.646	0.071	0.371	0.037	0.119	0.201	0.498	0.065	0.407	0.123	0.123	0.083	0.111	0.781	0.238	0.183	0.314	0.078	0.086	0.0	0.055	0.209	0.31	0.23	0.044	0.086	0.096	0.029	0.211	0.187	0.095	0.09	0.074	0.063	0.362	0.0	0.123	0.228	0.018	0.0	0.273
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS03A4F7DC8	0.904	0.077	2.202	0.022	0.398	0.025	0.234	0.076	0.0	0.409	0.124	0.452	1.344	1.092	0.278	0.355	0.222	0.313	0.736	0.018	0.035	0.73	0.482	0.995	0.25	0.333	0.749	0.044	0.639	1.167	0.393	0.31	0.443	0.037	2.405	0.0	0.043	1.68	0.034	2.332	1.199
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS085195142	0.904	0.077	2.202	0.022	0.398	0.025	0.234	0.076	0.0	0.409	0.124	0.452	1.344	1.092	0.278	0.355	0.222	0.313	0.736	0.018	0.035	0.73	0.482	0.995	0.25	0.333	0.749	0.044	0.639	1.167	0.393	0.31	0.443	0.037	2.405	0.0	0.043	1.68	0.034	2.332	1.199
GAS6	Q14393	False	GAS6_HUMAN		CPI-SS0415CC75D	0.904	0.077	2.202	0.022	0.398	0.025	0.234	0.076	0.0	0.409	0.124	0.452	1.344	1.092	0.278	0.355	0.222	0.313	0.736	0.018	0.035	0.73	0.482	0.995	0.25	0.333	0.749	0.044	0.639	1.167	0.393	0.31	0.443	0.037	2.405	0.0	0.043	1.68	0.034	2.332	1.199
SST	P61278	False	SMS_HUMAN		CPI-SS00C069DCB	0.002	0.011	0.009	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.003	0.007	0.005	0.012	0.0	0.011	0.0	0.028	0.009	0.0	0.0	0.0	0.004	0.0	0.027	0.0	0.018	0.0	0.033	0.0	0.009	0.007	55.825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ADM	P35318	False	ADML_HUMAN		CPI-SS0B27088B4	1.804	0.016	0.209	0.024	0.029	0.0	0.804	0.046	0.0	0.99	0.877	0.046	0.062	2.179	0.05	0.078	0.657	0.09	0.101	0.018	0.0	0.171	0.06	0.142	0.01	0.014	0.042	0.0	0.144	0.038	0.083	0.04	0.246	0.002	1.414	0.092	0.043	1.162	0.013	0.0	0.077
ADM2	Q7Z4H4	False	ADM2_HUMAN		CPI-SS032CFAE42	0.014	0.027	0.005	0.0	0.015	0.0	0.008	0.012	0.0	0.092	0.003	0.056	0.039	0.057	0.091	0.0	0.02	0.074	0.04	0.0	0.015	0.0	0.033	0.015	0.0	0.0	0.015	0.024	0.02	0.015	0.022	0.053	0.0	0.0	0.013	0.0	0.005	0.0	0.016	0.0	0.025
NTS	P30990	False	NEUT_HUMAN		CPI-SS083319328	0.027	0.005	0.027	0.051	0.082	0.055	0.113	0.008	0.0	0.025	0.017	0.037	0.012	0.006	0.0	0.07	0.006	0.03	0.016	0.0	0.0	0.0	0.012	0.007	0.0	0.039	0.018	0.0	0.053	0.012	0.035	0.412	226.586	0.077	3.151	0.0	0.045	0.016	0.013	0.087	0.0
SIGLEC10	Q96LC7	False	SIG10_HUMAN		CPI-SS073C1B796	0.0	0.0	0.013	0.479	0.0	0.038	0.016	0.158	0.0	0.001	0.016	0.008	0.005	0.017	0.105	0.599	0.588	0.005	0.008	0.0	0.0	0.0	0.034	0.043	0.482	0.554	0.006	0.134	0.765	0.012	0.017	0.013	0.026	0.05	0.0	0.0	0.354	0.013	0.074	0.0	0.0
PLAUR	Q03405	False	UPAR_HUMAN		CPI-SS0E5593D5C	0.218	0.051	0.212	0.0	0.044	0.0	0.191	0.071	0.0	0.38	2.312	0.026	0.086	0.478	0.106	0.588	4.999	0.0	0.143	0.0	0.0	0.0	0.142	0.117	0.461	0.97	0.181	0.012	0.53	0.079	0.143	0.083	0.037	0.019	0.08	0.381	0.031	0.133	0.053	0.312	0.296
WNT3A	P56704	False	WNT3A_HUMAN		CPI-SS0A91954A0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.003	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
APLN	Q9ULZ1	False	APEL_HUMAN		CPI-SS0D8148841	0.004	0.0	0.086	0.0	0.0	0.0	0.011	0.0	0.0	0.0	0.0	0.002	0.0	0.001	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.105	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.016	0.0	0.0	0.012
FLT3LG	P49771	False	FLT3L_HUMAN		CPI-SS076FEB261	0.785	1.041	0.144	0.013	0.008	1.213	0.246	0.111	0.303	0.025	0.043	0.042	0.043	0.269	0.0	0.067	0.078	0.059	0.023	0.358	0.614	0.0	0.13	0.073	0.065	0.067	0.017	0.047	0.099	0.057	0.006	0.02	0.143	0.318	0.223	0.0	0.122	0.211	0.917	0.087	0.172
LTB	Q06643	False	TNFC_HUMAN		CPI-SS06CBC985C	0.222	14.307	0.611	18.336	0.486	4.642	0.336	11.593	2.035	0.269	0.682	0.132	0.424	0.79	1.489	0.285	1.178	0.317	0.361	6.15	14.281	0.081	0.841	3.753	4.039	4.508	0.275	10.392	2.144	0.593	0.25	0.159	0.554	4.666	3.488	1.212	15.247	0.567	11.992	9.917	0.889
LEPR	P48357	False	LEPR_HUMAN		CPI-SS066FE05CA	0.048	0.025	0.792	0.0	0.013	0.019	0.088	0.005	0.0	0.008	0.013	0.01	0.006	0.062	0.0	0.061	0.044	0.0	0.019	0.028	0.017	0.0	1.122	0.0	0.0	0.053	0.01	0.031	0.039	0.038	0.0	0.006	0.0	0.0	0.365	0.0	0.0	0.072	0.016	0.184	0.091
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS04CD88411	21.161	0.378	0.345	0.423	0.442	0.217	16.915	0.366	6.373	0.584	0.173	0.26	0.29	38.645	0.641	0.316	0.306	0.351	1.133	0.546	0.332	0.225	1.216	0.288	0.201	0.222	1.008	0.297	0.513	0.267	0.195	0.194	0.64	0.278	2.43	0.626	0.29	17.372	0.277	0.29	6.871
RARRES2	Q99969	False	RARR2_HUMAN		CPI-SS07D56EB05	21.161	0.378	0.345	0.423	0.442	0.217	16.915	0.366	6.373	0.584	0.173	0.26	0.29	38.645	0.641	0.316	0.306	0.351	1.133	0.546	0.332	0.225	1.216	0.288	0.201	0.222	1.008	0.297	0.513	0.267	0.195	0.194	0.64	0.278	2.43	0.626	0.29	17.372	0.277	0.29	6.871
XCL1	P47992	False	XCL1_HUMAN		CPI-SS0B6643F31	0.01	0.012	0.0	0.0	0.0	1.958	0.012	0.0	0.0	0.005	0.0	0.004	0.002	0.004	0.0	0.0	0.0	0.004	0.005	0.062	0.034	0.0	0.005	0.0	0.0	0.009	0.003	0.0	0.02	0.0	0.019	0.009	0.033	4.635	0.0	0.0	0.0	0.0	0.015	0.0	0.0
XCL2	Q9UBD3	False	XCL2_HUMAN		CPI-SS052D34F0B	0.004	0.029	0.0	0.0	0.006	0.953	0.0	0.005	0.0	0.008	0.0	0.0	0.001	0.003	0.0	0.02	0.0	0.002	0.001	0.0	0.057	0.0	0.002	0.0	0.0	0.011	0.004	0.0	0.0	0.0	0.008	0.006	0.045	3.767	0.0	0.0	0.008	0.0	0.014	0.0	0.0
NMUR2	Q9GZQ4	False	NMUR2_HUMAN		CPI-SS07B3139A0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NMUR1	Q9HB89	False	NMUR1_HUMAN		CPI-SS018BD4882	0.14	0.11	0.029	0.0	0.006	0.069	0.047	0.005	0.0	0.019	0.019	0.035	0.012	0.024	0.0	0.032	0.009	0.024	0.022	0.0	0.011	0.0	0.003	0.0	0.02	0.017	0.034	0.0	0.082	0.009	0.014	0.033	0.0	0.451	0.021	0.0	0.02	0.166	0.012	0.0	0.023
CX3CL1	P78423	False	X3CL1_HUMAN		CPI-SS032E9A219	0.11	0.012	1.318	0.0	0.0	0.0	0.078	0.018	0.0	0.005	0.097	0.002	0.004	0.204	0.0	0.008	0.008	0.0	0.033	0.0	0.0	0.0	0.411	0.0	0.0	0.005	0.054	0.022	0.0	0.02	0.002	0.004	0.0	0.022	0.029	0.0	0.014	0.265	0.007	0.0	0.021
PRLH	P81277	False	PRRP_HUMAN		CPI-SS04ACF8F99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0EF1A7415	0.002	0.012	0.008	0.0	0.0	0.0	0.0	0.01	0.0	0.001	0.005	0.001	0.003	0.006	1.362	0.042	0.029	0.004	0.001	0.0	0.0	0.0	0.009	0.037	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.022	0.0	0.0	0.099	0.004	0.04	0.0	0.0
CCL17	Q92583	False	CCL17_HUMAN		CPI-SS0974EB232	0.002	0.012	0.008	0.0	0.0	0.0	0.0	0.01	0.0	0.001	0.005	0.001	0.003	0.006	1.362	0.042	0.029	0.004	0.001	0.0	0.0	0.0	0.009	0.037	0.0	0.0	0.0	0.006	0.0	0.0	0.0	0.002	0.0	0.022	0.0	0.0	0.099	0.004	0.04	0.0	0.0
ACVR2B	Q13705	False	AVR2B_HUMAN		CPI-SS09CCC0451	0.147	0.349	0.381	1.159	0.116	0.315	0.114	0.926	0.261	0.205	0.42	0.122	0.216	0.285	0.368	0.11	0.23	0.069	0.403	0.469	0.461	0.0	0.526	0.127	0.077	0.115	0.418	0.825	0.014	0.397	0.22	0.108	0.231	0.243	0.156	0.602	0.67	0.166	0.377	0.195	0.143
BST2	Q10589	False	BST2_HUMAN		CPI-SS095DCA7F7	5.286	1.036	4.201	0.806	0.217	0.821	5.284	1.362	0.952	0.232	0.286	1.215	0.82	5.918	1.358	3.33	1.677	0.287	0.351	1.199	0.939	0.556	2.603	0.827	1.914	1.716	0.41	0.586	1.013	0.939	0.242	0.203	0.166	0.868	2.183	2.087	1.14	4.389	0.733	2.864	4.494
QRFPR	Q96P65	False	QRFPR_HUMAN		CPI-SS0BC884A75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.056	0.0	0.0	0.0	0.0	0.0	0.0
DSC3	Q14574	False	DSC3_HUMAN		CPI-SS0B6F0C894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.015	0.0	0.0	0.0	0.009	0.001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS06D13FCD3	0.075	0.042	0.062	0.033	1.836	0.038	0.04	0.008	0.0	1.354	2.967	0.046	0.017	0.027	0.157	0.042	0.026	0.662	1.879	0.0	0.015	2.566	0.021	0.008	0.023	0.029	1.701	0.048	0.02	0.016	1.008	1.223	0.968	0.002	0.093	0.0	0.043	0.018	0.019	0.074	0.023
DSG2	Q14126	False	DSG2_HUMAN		CPI-SS08B94BEB2	0.075	0.042	0.062	0.033	1.836	0.038	0.04	0.008	0.0	1.354	2.967	0.046	0.017	0.027	0.157	0.042	0.026	0.662	1.879	0.0	0.015	2.566	0.021	0.008	0.023	0.029	1.701	0.048	0.02	0.016	1.008	1.223	0.968	0.002	0.093	0.0	0.043	0.018	0.019	0.074	0.023
